ROWID,Country,State lgd code,State,District lgd code,District,YearCode,Year,Social group type,Land area size,Category of holdings,Wholly irrigated holdings,Area of wholly irrigated holdings,Wholly unirrigated holdings,Area of wholly unirrigated holdings,Partially irrigated holdings,Irrigated area of partially irrigated holdings,Area of partially irrigated holdings,Holdings receiving irrigation,Net irrigated area of holdings receiving irrigation
24197,India,29,Karnataka,635,Yadgir,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(5.0-7.5),Medium,209,1270.708,207,1162.818,215,583.029,1292.167,424,1853.737
24198,India,29,Karnataka,635,Yadgir,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(7.5-10.0),Medium,94,780.432,15,117.469,79,217.29,700.532,173,997.722
24199,India,29,Karnataka,635,Yadgir,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,20 & Above,Large,3,104.354,0,0,6,136.515,168.134,9,240.869
24200,India,29,Karnataka,635,Yadgir,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,Below 0.5,Marginal,1424,400.691,1683,541.169,6,0.297,0.595,1430,400.988
24201,India,30,Goa,551,North Goa,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(0.5-1.0),Marginal,0,0,0,0,0,0,0,0,0
24202,India,30,Goa,551,North Goa,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(1.0-2.0),Small,0,0,1,1.726,2,1.295,2.072,2,1.295
24203,India,30,Goa,551,North Goa,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(10.0-20.0),Large,0,0,0,0,3,14.94,56.96,3,14.94
24204,India,30,Goa,551,North Goa,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(2.0-3.0),Semi-Medium,0,0,0,0,0,0,0,0,0
24205,India,30,Goa,551,North Goa,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(3.0-4.0),Semi-Medium,0,0,0,0,0,0,0,0,0
24206,India,30,Goa,551,North Goa,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(4.0-5.0),Medium,0,0,0,0,0,0,0,0,0
24207,India,30,Goa,551,North Goa,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(5.0-7.5),Medium,0,0,0,0,0,0,0,0,0
24208,India,30,Goa,551,North Goa,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(7.5-10.0),Medium,0,0,0,0,0,0,0,0,0
24209,India,30,Goa,551,North Goa,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,20 & Above,Large,0,0,0,0,3,36,122.4,3,36
24210,India,30,Goa,551,North Goa,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,Below 0.5,Marginal,0,0,11,1.587,0,0,0,0,0
24211,India,30,Goa,551,North Goa,2015,"Agriculture Year (Jul - Jun), 2015",Others,(0.5-1.0),Marginal,543,446.14,4468,3999.445,800,251.051,752.203,1343,697.191
24212,India,30,Goa,551,North Goa,2015,"Agriculture Year (Jul - Jun), 2015",Others,(1.0-2.0),Small,819,1174.691,1904,3166.7,915,569.497,1561.783,1734,1744.188
24213,India,30,Goa,551,North Goa,2015,"Agriculture Year (Jul - Jun), 2015",Others,(10.0-20.0),Large,12,235.149,40,638.144,83,381.793,1347.02,95,616.942
24214,India,30,Goa,551,North Goa,2015,"Agriculture Year (Jul - Jun), 2015",Others,(2.0-3.0),Semi-Medium,103,301.993,574,1684.541,498,536.703,1498.4,601,838.696
24215,India,30,Goa,551,North Goa,2015,"Agriculture Year (Jul - Jun), 2015",Others,(3.0-4.0),Semi-Medium,31,128.409,214,838.095,251,371.181,993.449,282,499.59
24216,India,30,Goa,551,North Goa,2015,"Agriculture Year (Jul - Jun), 2015",Others,(4.0-5.0),Medium,11,52.268,105,511.473,169,263.465,822.71,180,315.733
24217,India,30,Goa,551,North Goa,2015,"Agriculture Year (Jul - Jun), 2015",Others,(5.0-7.5),Medium,24,182.426,89,616.381,148,365.235,1109.2,172,547.661
24218,India,30,Goa,551,North Goa,2015,"Agriculture Year (Jul - Jun), 2015",Others,(7.5-10.0),Medium,21,170.11,35,346.283,65,241.916,637.932,86,412.026
24219,India,30,Goa,551,North Goa,2015,"Agriculture Year (Jul - Jun), 2015",Others,20 & Above,Large,0,0,66,2336.17,56,799.718,2483.319,56,799.718
24220,India,30,Goa,551,North Goa,2015,"Agriculture Year (Jul - Jun), 2015",Others,Below 0.5,Marginal,2669,604.852,13424,3748.449,729,107.486,276.29,3398,712.338
24221,India,30,Goa,551,North Goa,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(0.5-1.0),Marginal,5,3.913,22,19.051,0,0,0,5,3.913
24222,India,30,Goa,551,North Goa,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(1.0-2.0),Small,39,55.955,2,3.486,2,0.581,3.486,41,56.536
24223,India,30,Goa,551,North Goa,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(10.0-20.0),Large,0,0,0,0,0,0,0,0,0
24224,India,30,Goa,551,North Goa,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(2.0-3.0),Semi-Medium,0,0,0,0,0,0,0,0,0
24225,India,30,Goa,551,North Goa,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(3.0-4.0),Semi-Medium,0,0,0,0,3,7.477,10.8,3,7.477
24226,India,30,Goa,551,North Goa,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(4.0-5.0),Medium,0,0,0,0,0,0,0,0,0
24227,India,30,Goa,551,North Goa,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(5.0-7.5),Medium,0,0,0,0,0,0,0,0,0
24228,India,30,Goa,551,North Goa,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(7.5-10.0),Medium,0,0,0,0,0,0,0,0,0
24229,India,30,Goa,551,North Goa,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,20 & Above,Large,0,0,0,0,0,0,0,0,0
24230,India,30,Goa,551,North Goa,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,Below 0.5,Marginal,49,11.299,450,57.55,36,5.961,15.276,85,17.26
24231,India,30,Goa,551,North Goa,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(0.5-1.0),Marginal,15,13.538,116,95.55,108,39.945,102.577,123,53.483
24232,India,30,Goa,551,North Goa,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(1.0-2.0),Small,5,7.174,48,75.131,108,60.467,183.453,113,67.641
24233,India,30,Goa,551,North Goa,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(10.0-20.0),Large,0,0,0,0,0,0,0,0,0
24234,India,30,Goa,551,North Goa,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(2.0-3.0),Semi-Medium,3,8.005,8,23.687,21,17.963,63.751,24,25.968
24235,India,30,Goa,551,North Goa,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(3.0-4.0),Semi-Medium,0,0,5,22.213,6,9.76,20.867,6,9.76
24236,India,30,Goa,551,North Goa,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(4.0-5.0),Medium,0,0,3,14.471,3,3.758,14.496,3,3.758
24237,India,30,Goa,551,North Goa,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(5.0-7.5),Medium,0,0,3,21.966,8,20.66,54.08,8,20.66
24238,India,30,Goa,551,North Goa,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(7.5-10.0),Medium,0,0,0,0,5,31.733,47.6,5,31.733
24239,India,30,Goa,551,North Goa,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,20 & Above,Large,0,0,0,0,0,0,0,0,0
24240,India,30,Goa,551,North Goa,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,Below 0.5,Marginal,213,54.947,353,111.288,76,16.81,39.138,289,71.757
24241,India,30,Goa,552,South Goa,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(0.5-1.0),Marginal,8,6.588,0,0,5,0.556,4.364,13,7.144
24242,India,30,Goa,552,South Goa,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(1.0-2.0),Small,0,0,3,1.26,3,1.596,5.67,3,1.596
24243,India,30,Goa,552,South Goa,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(10.0-20.0),Large,2,41.915,6,130.76,6,62.917,101.301,8,104.832
24244,India,30,Goa,552,South Goa,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(2.0-3.0),Semi-Medium,0,0,4,11.5,0,0,0,0,0
24245,India,30,Goa,552,South Goa,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(3.0-4.0),Semi-Medium,0,0,0,0,0,0,0,0,0
24246,India,30,Goa,552,South Goa,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(4.0-5.0),Medium,2,2.114,3,12.156,0,0,0,2,2.114
24247,India,30,Goa,552,South Goa,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(5.0-7.5),Medium,0,0,0,0,0,0,0,0,0
24248,India,30,Goa,552,South Goa,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(7.5-10.0),Medium,0,0,0,0,0,0,0,0,0
24249,India,30,Goa,552,South Goa,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,20 & Above,Large,0,0,8,312.615,8,354.6,404.604,8,354.6
24250,India,30,Goa,552,South Goa,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,Below 0.5,Marginal,13,0.841,11,1.63,12,1.072,1.787,25,1.913
24251,India,30,Goa,552,South Goa,2015,"Agriculture Year (Jul - Jun), 2015",Others,(0.5-1.0),Marginal,1147,969.823,1615,1335.284,720,324.981,642.804,1867,1294.804
24252,India,30,Goa,552,South Goa,2015,"Agriculture Year (Jul - Jun), 2015",Others,(1.0-2.0),Small,545,880.516,860,1415.811,749,632.293,1287.047,1294,1512.809
24253,India,30,Goa,552,South Goa,2015,"Agriculture Year (Jul - Jun), 2015",Others,(10.0-20.0),Large,37,630.545,75,1257.079,54,290.195,763.305,91,920.74
24254,India,30,Goa,552,South Goa,2015,"Agriculture Year (Jul - Jun), 2015",Others,(2.0-3.0),Semi-Medium,205,598.619,236,682.97,438,634.812,1283.414,643,1233.431
24255,India,30,Goa,552,South Goa,2015,"Agriculture Year (Jul - Jun), 2015",Others,(3.0-4.0),Semi-Medium,112,438.284,123,477.038,187,350.035,736.9,299,788.319
24256,India,30,Goa,552,South Goa,2015,"Agriculture Year (Jul - Jun), 2015",Others,(4.0-5.0),Medium,56,281.652,63,313.198,118,281.599,559.461,174,563.251
24257,India,30,Goa,552,South Goa,2015,"Agriculture Year (Jul - Jun), 2015",Others,(5.0-7.5),Medium,60,444.099,100,707.731,140,406.682,971.094,200,850.781
24258,India,30,Goa,552,South Goa,2015,"Agriculture Year (Jul - Jun), 2015",Others,(7.5-10.0),Medium,32,325.259,19,171.78,48,171.837,416.308,80,497.096
24259,India,30,Goa,552,South Goa,2015,"Agriculture Year (Jul - Jun), 2015",Others,20 & Above,Large,8,373.381,27,2214.946,26,354.774,905.288,34,728.155
24260,India,30,Goa,552,South Goa,2015,"Agriculture Year (Jul - Jun), 2015",Others,Below 0.5,Marginal,5657,1294.904,8460,1771.664,1185,180.788,363.341,6842,1475.692
24261,India,30,Goa,552,South Goa,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(0.5-1.0),Marginal,2,2.916,13,9.974,0,0,0,2,2.916
24262,India,30,Goa,552,South Goa,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(1.0-2.0),Small,3,4.753,1,2.231,0,0,0,3,4.753
24263,India,30,Goa,552,South Goa,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(10.0-20.0),Large,0,0,0,0,0,0,0,0,0
24264,India,30,Goa,552,South Goa,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(2.0-3.0),Semi-Medium,0,0,3,8.576,0,0,0,0,0
24266,India,30,Goa,552,South Goa,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(4.0-5.0),Medium,0,0,0,0,0,0,0,0,0
24267,India,30,Goa,552,South Goa,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(5.0-7.5),Medium,0,0,0,0,0,0,0,0,0
24268,India,30,Goa,552,South Goa,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(7.5-10.0),Medium,0,0,0,0,0,0,0,0,0
24269,India,30,Goa,552,South Goa,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,20 & Above,Large,0,0,0,0,0,0,0,0,0
24270,India,30,Goa,552,South Goa,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,Below 0.5,Marginal,10,1.535,28,5.597,3,0.235,0.94,13,1.77
24271,India,30,Goa,552,South Goa,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(0.5-1.0),Marginal,1371,1173.176,1872,1621.413,583,219.143,484.089,1954,1392.319
24272,India,30,Goa,552,South Goa,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(1.0-2.0),Small,398,628.51,1132,1979.438,531,437.436,902.138,929,1065.946
24273,India,30,Goa,552,South Goa,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(10.0-20.0),Large,6,124.757,33,526.25,13,43.658,205.222,19,168.415
24274,India,30,Goa,552,South Goa,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(2.0-3.0),Semi-Medium,108,304.653,488,1429.843,303,360.345,883.194,411,664.998
24275,India,30,Goa,552,South Goa,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(3.0-4.0),Semi-Medium,21,84.822,219,866.195,131,218.633,522.961,152,303.455
24276,India,30,Goa,552,South Goa,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(4.0-5.0),Medium,29,139.206,198,987.4,88,134.462,426.055,117,273.668
24277,India,30,Goa,552,South Goa,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(5.0-7.5),Medium,23,170.303,230,1656.637,79,208.17,530.314,102,378.473
24278,India,30,Goa,552,South Goa,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(7.5-10.0),Medium,7,66.17,88,840.159,18,24.312,135.49,25,90.482
24279,India,30,Goa,552,South Goa,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,20 & Above,Large,8,238.678,19,902.781,3,36,129.6,11,274.678
24280,India,30,Goa,552,South Goa,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,Below 0.5,Marginal,4555,1164.056,7134,1834.961,709,109.869,242.119,5264,1273.925
24281,India,31,Lakshadweep,553,Lakshadweep District,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(0.5-1.0),Marginal,0.00000000000000000000,0,30.00000000000000000000,8.156,0.00000000000000000000,0,0,0.00000000000000000000,0
24282,India,31,Lakshadweep,553,Lakshadweep District,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(1.0-2.0),Small,0.00000000000000000000,0,19.00000000000000000000,7.955,0.00000000000000000000,0,0,0.00000000000000000000,0
24283,India,31,Lakshadweep,553,Lakshadweep District,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(10.0-20.0),Large,0.00000000000000000000,0,3.00000000000000000000,10.5,0.00000000000000000000,0,0,0.00000000000000000000,0
24284,India,31,Lakshadweep,553,Lakshadweep District,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(2.0-3.0),Semi-Medium,0.00000000000000000000,0,8.00000000000000000000,4.25,0.00000000000000000000,0,0,0.00000000000000000000,0
24285,India,31,Lakshadweep,553,Lakshadweep District,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(3.0-4.0),Semi-Medium,0.00000000000000000000,0,1.00000000000000000000,0.9,0.00000000000000000000,0,0,0.00000000000000000000,0
24286,India,31,Lakshadweep,553,Lakshadweep District,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(4.0-5.0),Medium,0.00000000000000000000,0,3.00000000000000000000,7.262,0.00000000000000000000,0,0,0.00000000000000000000,0
24287,India,31,Lakshadweep,553,Lakshadweep District,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(5.0-7.5),Medium,0.00000000000000000000,0,5.00000000000000000000,12.21,0.00000000000000000000,0,0,0.00000000000000000000,0
24288,India,31,Lakshadweep,553,Lakshadweep District,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(7.5-10.0),Medium,0.00000000000000000000,0,1.00000000000000000000,7.5,0.00000000000000000000,0,0,0.00000000000000000000,0
24289,India,31,Lakshadweep,553,Lakshadweep District,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,20 & Above,Large,0.00000000000000000000,0,4.00000000000000000000,41.2,0.00000000000000000000,0,0,0.00000000000000000000,0
24290,India,31,Lakshadweep,553,Lakshadweep District,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,Below 0.5,Marginal,0.00000000000000000000,0,278.00000000000000000000,23.192,0.00000000000000000000,0,0,0.00000000000000000000,0
24291,India,31,Lakshadweep,553,Lakshadweep District,2015,"Agriculture Year (Jul - Jun), 2015",Others,(0.5-1.0),Marginal,0.00000000000000000000,0,0.00000000000000000000,0,0.00000000000000000000,0,0,0.00000000000000000000,0
24292,India,31,Lakshadweep,553,Lakshadweep District,2015,"Agriculture Year (Jul - Jun), 2015",Others,(1.0-2.0),Small,0.00000000000000000000,0,0.00000000000000000000,0,0.00000000000000000000,0,0,0.00000000000000000000,0
24293,India,31,Lakshadweep,553,Lakshadweep District,2015,"Agriculture Year (Jul - Jun), 2015",Others,(10.0-20.0),Large,0.00000000000000000000,0,0.00000000000000000000,0,0.00000000000000000000,0,0,0.00000000000000000000,0
24294,India,31,Lakshadweep,553,Lakshadweep District,2015,"Agriculture Year (Jul - Jun), 2015",Others,(2.0-3.0),Semi-Medium,0.00000000000000000000,0,0.00000000000000000000,0,0.00000000000000000000,0,0,0.00000000000000000000,0
24295,India,31,Lakshadweep,553,Lakshadweep District,2015,"Agriculture Year (Jul - Jun), 2015",Others,(3.0-4.0),Semi-Medium,0.00000000000000000000,0,0.00000000000000000000,0,0.00000000000000000000,0,0,0.00000000000000000000,0
24296,India,31,Lakshadweep,553,Lakshadweep District,2015,"Agriculture Year (Jul - Jun), 2015",Others,(4.0-5.0),Medium,0.00000000000000000000,0,0.00000000000000000000,0,0.00000000000000000000,0,0,0.00000000000000000000,0
24297,India,31,Lakshadweep,553,Lakshadweep District,2015,"Agriculture Year (Jul - Jun), 2015",Others,(5.0-7.5),Medium,0.00000000000000000000,0,0.00000000000000000000,0,0.00000000000000000000,0,0,0.00000000000000000000,0
24298,India,31,Lakshadweep,553,Lakshadweep District,2015,"Agriculture Year (Jul - Jun), 2015",Others,(7.5-10.0),Medium,0.00000000000000000000,0,0.00000000000000000000,0,0.00000000000000000000,0,0,0.00000000000000000000,0
24299,India,31,Lakshadweep,553,Lakshadweep District,2015,"Agriculture Year (Jul - Jun), 2015",Others,20 & Above,Large,0.00000000000000000000,0,0.00000000000000000000,0,0.00000000000000000000,0,0,0.00000000000000000000,0
24300,India,31,Lakshadweep,553,Lakshadweep District,2015,"Agriculture Year (Jul - Jun), 2015",Others,Below 0.5,Marginal,0.00000000000000000000,0,0.00000000000000000000,0,0.00000000000000000000,0,0,0.00000000000000000000,0
24301,India,31,Lakshadweep,553,Lakshadweep District,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(0.5-1.0),Marginal,0.00000000000000000000,0,0.00000000000000000000,0,0.00000000000000000000,0,0,0.00000000000000000000,0
24302,India,31,Lakshadweep,553,Lakshadweep District,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(1.0-2.0),Small,0.00000000000000000000,0,0.00000000000000000000,0,0.00000000000000000000,0,0,0.00000000000000000000,0
24303,India,31,Lakshadweep,553,Lakshadweep District,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(10.0-20.0),Large,0.00000000000000000000,0,0.00000000000000000000,0,0.00000000000000000000,0,0,0.00000000000000000000,0
24304,India,31,Lakshadweep,553,Lakshadweep District,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(2.0-3.0),Semi-Medium,0.00000000000000000000,0,0.00000000000000000000,0,0.00000000000000000000,0,0,0.00000000000000000000,0
24305,India,31,Lakshadweep,553,Lakshadweep District,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(3.0-4.0),Semi-Medium,0.00000000000000000000,0,0.00000000000000000000,0,0.00000000000000000000,0,0,0.00000000000000000000,0
24306,India,31,Lakshadweep,553,Lakshadweep District,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(4.0-5.0),Medium,0.00000000000000000000,0,0.00000000000000000000,0,0.00000000000000000000,0,0,0.00000000000000000000,0
24307,India,31,Lakshadweep,553,Lakshadweep District,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(5.0-7.5),Medium,0.00000000000000000000,0,0.00000000000000000000,0,0.00000000000000000000,0,0,0.00000000000000000000,0
24308,India,31,Lakshadweep,553,Lakshadweep District,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(7.5-10.0),Medium,0.00000000000000000000,0,0.00000000000000000000,0,0.00000000000000000000,0,0,0.00000000000000000000,0
24309,India,31,Lakshadweep,553,Lakshadweep District,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,20 & Above,Large,0.00000000000000000000,0,0.00000000000000000000,0,0.00000000000000000000,0,0,0.00000000000000000000,0
24310,India,31,Lakshadweep,553,Lakshadweep District,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,Below 0.5,Marginal,0.00000000000000000000,0,0.00000000000000000000,0,0.00000000000000000000,0,0,0.00000000000000000000,0
24311,India,31,Lakshadweep,553,Lakshadweep District,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(0.5-1.0),Marginal,0.00000000000000000000,0,746.00000000000000000000,377.279,0.00000000000000000000,0,0,0.00000000000000000000,0
24312,India,31,Lakshadweep,553,Lakshadweep District,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(1.0-2.0),Small,0.00000000000000000000,0,250.00000000000000000000,267.445,0.00000000000000000000,0,0,0.00000000000000000000,0
24313,India,31,Lakshadweep,553,Lakshadweep District,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(10.0-20.0),Large,0.00000000000000000000,0,1.00000000000000000000,8.5,0.00000000000000000000,0,0,0.00000000000000000000,0
24314,India,31,Lakshadweep,553,Lakshadweep District,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(2.0-3.0),Semi-Medium,0.00000000000000000000,0,99.00000000000000000000,182.515,0.00000000000000000000,0,0,0.00000000000000000000,0
24315,India,31,Lakshadweep,553,Lakshadweep District,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(3.0-4.0),Semi-Medium,0.00000000000000000000,0,24.00000000000000000000,66.084,0.00000000000000000000,0,0,0.00000000000000000000,0
24316,India,31,Lakshadweep,553,Lakshadweep District,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(4.0-5.0),Medium,0.00000000000000000000,0,10.00000000000000000000,35.334,0.00000000000000000000,0,0,0.00000000000000000000,0
24317,India,31,Lakshadweep,553,Lakshadweep District,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(5.0-7.5),Medium,0.00000000000000000000,0,6.00000000000000000000,27.8,0.00000000000000000000,0,0,0.00000000000000000000,0
24318,India,31,Lakshadweep,553,Lakshadweep District,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(7.5-10.0),Medium,0.00000000000000000000,0,5.00000000000000000000,36.3,0.00000000000000000000,0,0,0.00000000000000000000,0
24319,India,31,Lakshadweep,553,Lakshadweep District,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,20 & Above,Large,0.00000000000000000000,0,0.00000000000000000000,0,0.00000000000000000000,0,0,0.00000000000000000000,0
24320,India,31,Lakshadweep,553,Lakshadweep District,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,Below 0.5,Marginal,0.00000000000000000000,0,8176.00000000000000000000,1014.425,0.00000000000000000000,0,0,0.00000000000000000000,0
24321,India,32,Kerala,554,Alappuzha,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(0.5-1.0),Marginal,25,4.429,176,30.587,347,24.743,65.017,372,29.172
24322,India,32,Kerala,554,Alappuzha,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(1.0-2.0),Small,10,0.412,112,37.679,271,32.029,112.645,281,32.441
